file_Size_bytes	number_of_files	bandwidth_Gbps	rtt_ms	buffer_size_bytes	p	cc	pp	fast	throughput_MByteps	time_sec	start_time_mm_dd_yyyy_hh_mm
104857659	69	10	39	49920000	32	2	8	0	287.346155288	24.0128631592	05:20:2016-23:56
104857659	69	10	39	49920000	32	2	8	1	248.280287357	27.791187048	05:20:2016-23:57
104857659	69	10	39	49920000	32	2	16	0	259.979776731	26.5405409336	05:20:2016-23:57
104857659	69	10	39	49920000	32	2	16	1	247.592555317	27.8683819771	05:20:2016-23:58
104857659	69	10	39	49920000	32	2	32	0	193.063643801	35.7395300865	05:20:2016-23:58
104857659	69	10	39	49920000	32	2	32	1	207.881716124	33.1919710636	05:20:2016-23:59
104857659	69	10	39	49920000	32	4	1	0	349.827959168	19.7239921093	05:20:2016-23:59
104857659	69	10	39	49920000	32	4	1	1	359.723326934	19.1814191341	05:20:2016-23:59
104857659	69	10	39	49920000	32	4	2	0	311.552651228	22.147151947	05:21:2016-00:00
104857659	69	10	39	49920000	32	4	2	1	356.375893655	19.3615899086	05:21:2016-00:00
104857659	69	10	39	49920000	32	4	4	0	371.561993499	18.5702629089	05:21:2016-00:00
104857659	69	10	39	49920000	32	4	4	1	379.634788066	18.1753730774	05:21:2016-00:01
104857659	69	10	39	49920000	32	4	8	0	394.66343627	17.4832611084	05:21:2016-00:01
104857659	69	10	39	49920000	32	4	8	1	345.329654951	19.9809191227	05:21:2016-00:01
104857659	69	10	39	49920000	32	4	16	0	267.91072039	25.7548630238	05:21:2016-00:02
104857659	69	10	39	49920000	32	4	16	1	306.745490017	22.4942309856	05:21:2016-00:02
104857659	69	10	39	49920000	32	4	32	0	262.132407058	26.3225901127	05:21:2016-00:03
104857659	69	10	39	49920000	32	4	32	1	276.012475227	24.998884201	05:21:2016-00:03
104857659	69	10	39	49920000	32	8	1	0	423.040534294	16.310503006	05:21:2016-00:03
104857659	69	10	39	49920000	32	8	1	1	379.476592012	18.1829500198	05:21:2016-00:04
104857659	69	10	39	49920000	32	8	2	0	458.876077278	15.0367479324	05:21:2016-00:04
104857659	69	10	39	49920000	32	8	2	1	385.582763112	17.8950009346	05:21:2016-00:04
104857659	69	10	39	49920000	32	8	4	0	399.949707413	17.2521789074	05:21:2016-00:04
104857659	69	10	39	49920000	32	8	4	1	423.550600074	16.2908608913	05:21:2016-00:05
104857659	69	10	39	49920000	32	8	8	0	397.169707074	17.3729360104	05:21:2016-00:05
104857659	69	10	39	49920000	32	8	8	1	362.0890595	19.056096077	05:21:2016-00:05
104857659	69	10	39	49920000	32	8	16	0	326.384403947	21.1407279968	05:21:2016-00:06
104857659	69	10	39	49920000	32	8	16	1	373.656348445	18.466176033	05:21:2016-00:06
104857659	69	10	39	49920000	32	8	32	0	267.462860584	25.7979888916	05:21:2016-00:06
104857659	69	10	39	49920000	32	8	32	1	208.463475914	33.0993421078	05:21:2016-00:07
104857659	69	10	39	49920000	32	16	1	0	322.184011538	21.4163448811	05:21:2016-00:07
104857659	69	10	39	49920000	32	16	1	1	413.553514577	16.6846699715	05:21:2016-00:08
104857659	69	10	39	49920000	32	16	2	0	501.917793478	13.7472789288	05:21:2016-00:08
104857659	69	10	39	49920000	32	16	2	1	373.400796152	18.4788141251	05:21:2016-00:08
104857659	69	10	39	49920000	32	16	4	0	422.567978092	16.328742981	05:21:2016-00:08
104857659	69	10	39	49920000	32	16	4	1	416.015446068	16.5859320164	05:21:2016-00:09
104857659	69	10	39	49920000	32	16	8	0	381.79758035	18.0724139214	05:21:2016-00:09
104857659	69	10	39	49920000	32	16	8	1	372.01166391	18.5478160381	05:21:2016-00:09
104857659	69	10	39	49920000	32	16	16	0	326.383538947	21.1407840252	05:21:2016-00:10
104857659	69	10	39	49920000	32	16	16	1	395.793321116	17.4333510399	05:21:2016-00:10
104857659	69	10	39	49920000	32	16	32	0	280.922057642	24.5619869232	05:21:2016-00:10
104857659	69	10	39	49920000	32	16	32	1	231.226833616	29.8408441544	05:21:2016-00:11
104857659	69	10	39	49920000	32	32	1	0	457.340672959	15.0872299671	05:21:2016-00:11
104857659	69	10	39	49920000	32	32	1	1	393.644749846	17.5285048485	05:21:2016-00:11
104857659	69	10	39	49920000	32	32	2	0	410.397386522	16.8129820824	05:21:2016-00:12
104857659	69	10	39	49920000	32	32	2	1	312.031821458	22.1131417751	05:21:2016-00:12
104857659	69	10	39	49920000	32	32	4	0	425.435861944	16.2186701298	05:21:2016-00:12
104857659	69	10	39	49920000	32	32	4	1	466.193801196	14.8007199764	05:21:2016-00:13
104857659	69	10	39	49920000	32	32	8	0	467.683813206	14.7535657883	05:21:2016-00:13
104857659	69	10	39	49920000	32	32	8	1	414.444367171	16.6488060951	05:21:2016-00:13
104857659	69	10	39	49920000	32	32	16	0	373.834846423	18.4573588371	05:21:2016-00:13
104857659	69	10	39	49920000	32	32	16	1	323.55148249	21.3258299828	05:21:2016-00:14
104857659	69	10	39	49920000	32	32	32	0	335.865757281	20.5439338684	05:21:2016-00:14
104857659	69	10	39	49920000	32	32	32	1	301.841232863	22.8597128391	05:21:2016-00:14
209715261	199	10	39	49920000	1	1	1	0	63.1461410642	630.284147978	05:21:2016-00:25
209715261	199	10	39	49920000	1	1	1	1	57.9007124873	687.383799076	05:21:2016-00:36
209715261	199	10	39	49920000	1	1	2	0	105.666694804	376.656162024	05:21:2016-00:43
209715261	199	10	39	49920000	1	1	2	1	94.4821761074	421.243597031	05:21:2016-00:50
209715261	199	10	39	49920000	1	1	4	0	129.680887584	306.907305002	05:21:2016-00:55
209715261	199	10	39	49920000	1	1	4	1	125.215602328	317.851856947	05:21:2016-01:00
209715261	199	10	39	49920000	1	1	8	0	104.418061858	381.160222769	05:21:2016-01:07
209715261	199	10	39	49920000	1	1	8	1	131.819779461	301.927464008	05:21:2016-01:12
209715261	199	10	39	49920000	1	1	16	0	134.855829405	295.130079985	05:21:2016-01:16
209715261	199	10	39	49920000	1	1	16	1	79.4497321842	500.945826054	05:21:2016-01:25
209715261	199	10	39	49920000	1	1	32	0	78.0097057352	510.193075895	05:21:2016-01:33
209715261	199	10	39	49920000	1	1	32	1	129.941440828	306.291907072	05:21:2016-01:38
209715261	199	10	39	49920000	1	2	1	0	97.3739956798	408.733475924	05:21:2016-01:45
209715261	199	10	39	49920000	1	2	1	1	98.2632622863	405.034504175	05:21:2016-01:52
209715261	199	10	39	49920000	1	2	2	0	93.0690544656	427.639583826	05:21:2016-01:59
209715261	199	10	39	49920000	1	2	2	1	95.9763002523	414.685829878	05:21:2016-02:06
209715261	199	10	39	49920000	1	2	4	0	97.0562104312	410.071767092	05:21:2016-02:13
209715261	199	10	39	49920000	1	2	4	1	89.3673632773	445.352869987	05:21:2016-02:20
209715261	199	10	39	49920000	1	2	8	0	92.4495542519	430.505177021	05:21:2016-02:27
209715261	199	10	39	49920000	1	2	8	1	96.4866464056	412.492434978	05:21:2016-02:34
209715261	199	10	39	49920000	1	2	16	0	88.6197901994	449.10974884	05:21:2016-02:42
209715261	199	10	39	49920000	1	2	16	1	97.654115027	407.561030149	05:21:2016-02:49
209715261	199	10	39	49920000	1	2	32	0	98.9101003126	402.385717869	05:21:2016-02:55
209715261	199	10	39	49920000	1	2	32	1	85.9969170046	462.807425022	05:21:2016-03:03
209715261	199	10	39	49920000	1	4	1	0	139.679838587	284.937412024	05:21:2016-03:08
209715261	199	10	39	49920000	1	4	1	1	152.184828394	261.524175167	05:21:2016-03:12
209715261	199	10	39	49920000	1	4	2	0	138.219336385	287.948218822	05:21:2016-03:17
209715261	199	10	39	49920000	1	4	2	1	149.021612618	267.075433016	05:21:2016-03:21
209715261	199	10	39	49920000	1	4	4	0	154.778020858	257.142529011	05:21:2016-03:26
209715261	199	10	39	49920000	1	4	4	1	150.924811001	263.707547188	05:21:2016-03:30
209715261	199	10	39	49920000	1	4	8	0	152.783813563	260.498876095	05:21:2016-03:34
209715261	199	10	39	49920000	1	4	8	1	143.031685661	278.260103941	05:21:2016-03:39
209715261	199	10	39	49920000	1	4	16	0	140.95203401	282.365643024	05:21:2016-03:44
209715261	199	10	39	49920000	1	4	16	1	139.671880504	284.953646898	05:21:2016-03:49
209715261	199	10	39	49920000	1	4	32	0	123.332248575	322.705636024	05:21:2016-03:54
209715261	199	10	39	49920000	1	4	32	1	125.646605349	316.761536121	05:21:2016-03:59
209715261	199	10	39	49920000	1	8	1	0	217.437900118	183.040820837	05:21:2016-04:02
209715261	199	10	39	49920000	1	8	1	1	235.477057381	169.018638849	05:21:2016-04:05
209715261	199	10	39	49920000	1	8	2	0	223.227619654	178.293401957	05:21:2016-04:08
209715261	199	10	39	49920000	1	8	2	1	228.224603362	174.389663219	05:21:2016-04:11
209715261	199	10	39	49920000	1	8	4	0	227.892890202	174.643498898	05:21:2016-04:14
209715261	199	10	39	49920000	1	8	4	1	217.53278953	182.960977077	05:21:2016-04:17
209715261	199	10	39	49920000	1	8	8	0	234.990921586	169.368294954	05:21:2016-04:20
209715261	199	10	39	49920000	1	8	8	1	240.60710892	165.414945126	05:21:2016-04:23
209715261	199	10	39	49920000	1	8	16	0	188.742998575	210.868811131	05:21:2016-04:26
209715261	199	10	39	49920000	1	8	16	1	185.193318845	214.910624027	05:21:2016-04:30
209715261	199	10	39	49920000	1	8	32	0	191.859235331	207.443814993	05:21:2016-04:33
209715261	199	10	39	49920000	1	8	32	1	138.246489872	287.891661882	05:21:2016-04:38
209715261	199	10	39	49920000	1	16	1	0	348.656849981	114.152387142	05:21:2016-04:40
209715261	199	10	39	49920000	1	16	1	1	357.050767864	111.468775034	05:21:2016-04:42
209715261	199	10	39	49920000	1	16	2	0	341.909210287	116.405205011	05:21:2016-04:44
209715261	199	10	39	49920000	1	16	2	1	356.492494619	111.643337011	05:21:2016-04:45
209715261	199	10	39	49920000	1	16	4	0	336.921869854	118.128311872	05:21:2016-04:47
209715261	199	10	39	49920000	1	16	4	1	354.819113807	112.169863939	05:21:2016-04:49
209715261	199	10	39	49920000	1	16	8	0	309.344323773	128.659259796	05:21:2016-04:51
209715261	199	10	39	49920000	1	16	8	1	305.129953163	130.436265945	05:21:2016-04:54
209715261	199	10	39	49920000	1	16	16	0	206.388897846	192.839886904	05:21:2016-04:57
209715261	199	10	39	49920000	1	16	16	1	282.838527455	140.716372967	05:21:2016-04:59
209715261	199	10	39	49920000	1	16	32	0	194.601778189	204.520287991	05:21:2016-05:03
209715261	199	10	39	49920000	1	16	32	1	187.36277574	212.42219305	05:21:2016-05:06
209715261	199	10	39	49920000	1	32	1	0	447.415288593	88.9554128647	05:21:2016-05:08
209715261	199	10	39	49920000	1	32	1	1	480.008516025	82.9152200222	05:21:2016-05:09
209715261	199	10	39	49920000	1	32	2	0	445.849276444	89.2678620815	05:21:2016-05:10
209715261	199	10	39	49920000	1	32	2	1	461.113640643	86.3128049374	05:21:2016-05:12
209715261	199	10	39	49920000	1	32	4	0	419.35667879	94.9073038101	05:21:2016-05:13
209715261	199	10	39	49920000	1	32	4	1	430.517453423	92.4469180107	05:21:2016-05:15
209715261	199	10	39	49920000	1	32	8	0	300.140429303	132.604633808	05:21:2016-05:17
209715261	199	10	39	49920000	1	32	8	1	335.78533043	118.528143167	05:21:2016-05:19
209715261	199	10	39	49920000	1	32	16	0	227.491218041	174.951859951	05:21:2016-05:22
209715261	199	10	39	49920000	1	32	16	1	298.331589881	133.408640146	05:21:2016-05:24
209715261	199	10	39	49920000	1	32	32	0	191.942088882	207.354269981	05:21:2016-05:28
209715261	199	10	39	49920000	1	32	32	1	204.181940898	194.924250126	05:21:2016-05:31
209715261	199	10	39	49920000	2	1	1	0	135.646966865	293.408784866	05:21:2016-05:36
209715261	199	10	39	49920000	2	1	1	1	103.596303002	384.183706999	05:21:2016-05:42
209715261	199	10	39	49920000	2	1	2	0	133.984631675	297.049081087	05:21:2016-05:47
209715261	199	10	39	49920000	2	1	2	1	132.032183661	301.441744089	05:21:2016-05:52
209715261	199	10	39	49920000	2	1	4	0	125.244396375	317.778781891	05:21:2016-05:58
209715261	199	10	39	49920000	2	1	4	1	174.719857616	227.793292999	05:21:2016-06:01
209715261	199	10	39	49920000	2	1	8	0	119.435501113	333.234351158	05:21:2016-06:07
209715261	199	10	39	49920000	2	1	8	1	101.61081883	391.690689802	05:21:2016-06:14
209715261	199	10	39	49920000	2	1	16	0	77.175678557	515.706663847	05:21:2016-06:22
209715261	199	10	39	49920000	2	1	16	1	122.909159734	323.816482067	05:21:2016-06:27
209715261	199	10	39	49920000	2	1	32	0	111.924298892	355.597596884	05:21:2016-06:33
209715261	199	10	39	49920000	2	1	32	1	84.809382037	469.287840128	05:21:2016-06:41
209715261	199	10	39	49920000	2	2	1	0	145.095204497	274.302736998	05:21:2016-06:46
209715261	199	10	39	49920000	2	2	1	1	144.255521603	275.899399042	05:21:2016-06:50
209715261	199	10	39	49920000	2	2	2	0	141.998331444	280.285066128	05:21:2016-06:55
209715261	199	10	39	49920000	2	2	2	1	148.556476229	267.911657095	05:21:2016-07:00
209715261	199	10	39	49920000	2	2	4	0	142.315861091	279.659704924	05:21:2016-07:04
209715261	199	10	39	49920000	2	2	4	1	140.799385226	282.671772003	05:21:2016-07:09
209715261	199	10	39	49920000	2	2	8	0	146.343246501	271.963433027	05:21:2016-07:13
209715261	199	10	39	49920000	2	2	8	1	139.182779561	285.954999924	05:21:2016-07:18
209715261	199	10	39	49920000	2	2	16	0	141.367892387	281.535015106	05:21:2016-07:23
209715261	199	10	39	49920000	2	2	16	1	144.323997949	275.768495083	05:21:2016-07:28
209715261	199	10	39	49920000	2	2	32	0	139.138105288	286.046813965	05:21:2016-07:32
209715261	199	10	39	49920000	2	2	32	1	138.349530215	287.67724514	05:21:2016-07:37
209715261	199	10	39	49920000	2	4	1	0	225.364389415	176.602931023	05:21:2016-07:40
209715261	199	10	39	49920000	2	4	1	1	218.060753324	182.517996073	05:21:2016-07:43
209715261	199	10	39	49920000	2	4	2	0	232.228676641	171.382846832	05:21:2016-07:46
209715261	199	10	39	49920000	2	4	2	1	220.035294087	180.880125999	05:21:2016-07:49
209715261	199	10	39	49920000	2	4	4	0	216.755699259	183.616909981	05:21:2016-07:52
209715261	199	10	39	49920000	2	4	4	1	233.087852776	170.751119137	05:21:2016-07:55
209715261	199	10	39	49920000	2	4	8	0	228.532048583	174.155056	05:21:2016-07:58
209715261	199	10	39	49920000	2	4	8	1	209.259960446	190.194108963	05:21:2016-08:01
209715261	199	10	39	49920000	2	4	16	0	227.441897826	174.989797831	05:21:2016-08:04
209715261	199	10	39	49920000	2	4	16	1	230.431843516	172.719234943	05:21:2016-08:07
209715261	199	10	39	49920000	2	4	32	0	196.022273583	203.038210869	05:21:2016-08:10
209715261	199	10	39	49920000	2	4	32	1	204.516270341	194.605601072	05:21:2016-08:13
209715261	199	10	39	49920000	2	8	1	0	343.888605185	115.7351861	05:21:2016-08:15
209715261	199	10	39	49920000	2	8	1	1	362.053356433	109.928580999	05:21:2016-08:17
209715261	199	10	39	49920000	2	8	2	0	354.916403135	112.139116049	05:21:2016-08:19
209715261	199	10	39	49920000	2	8	2	1	357.069840502	111.462821007	05:21:2016-08:21
209715261	199	10	39	49920000	2	8	4	0	343.398721323	115.900290966	05:21:2016-08:23
209715261	199	10	39	49920000	2	8	4	1	361.311935421	110.154157162	05:21:2016-08:25
209715261	199	10	39	49920000	2	8	8	0	341.515883398	116.539269924	05:21:2016-08:27
209715261	199	10	39	49920000	2	8	8	1	356.171216026	111.744043112	05:21:2016-08:28
209715261	199	10	39	49920000	2	8	16	0	297.381935397	133.83466506	05:21:2016-08:31
209715261	199	10	39	49920000	2	8	16	1	306.303259128	129.936625004	05:21:2016-08:33
209715261	199	10	39	49920000	2	8	32	0	225.590842637	176.425652981	05:21:2016-08:36
209715261	199	10	39	49920000	2	8	32	1	199.323470989	199.675489902	05:21:2016-08:39
209715261	199	10	39	49920000	2	16	1	0	496.899016592	80.0967810154	05:21:2016-08:40
209715261	199	10	39	49920000	2	16	1	1	498.052629863	79.9112570286	05:21:2016-08:42
209715261	199	10	39	49920000	2	16	2	0	519.744998697	76.5760359764	05:21:2016-08:43
209715261	199	10	39	49920000	2	16	2	1	524.595027635	75.8680689335	05:21:2016-08:44
209715261	199	10	39	49920000	2	16	4	0	486.404284733	81.8249611855	05:21:2016-08:46
209715261	199	10	39	49920000	2	16	4	1	498.557549154	79.8303260803	05:21:2016-08:47
209715261	199	10	39	49920000	2	16	8	0	473.798692517	84.0019450188	05:21:2016-08:48
209715261	199	10	39	49920000	2	16	8	1	440.613004773	90.3287267685	05:21:2016-08:50
209715261	199	10	39	49920000	2	16	16	0	351.321082732	113.286715984	05:21:2016-08:52
209715261	199	10	39	49920000	2	16	16	1	363.969597146	109.349824905	05:21:2016-08:54
209715261	199	10	39	49920000	2	16	32	0	203.762564461	195.325435877	05:21:2016-08:57
209715261	199	10	39	49920000	2	16	32	1	219.653419452	181.194591999	05:21:2016-09:00
209715261	199	10	39	49920000	2	32	1	0	614.361721492	64.7827010155	05:21:2016-09:01
209715261	199	10	39	49920000	2	32	1	1	636.697684477	62.5100619793	05:21:2016-09:02
209715261	199	10	39	49920000	2	32	2	0	518.333141469	76.7846169472	05:21:2016-09:03
209715261	199	10	39	49920000	2	32	2	1	569.343308773	69.9051189423	05:21:2016-09:04
209715261	199	10	39	49920000	2	32	4	0	579.186780864	68.7170581818	05:21:2016-09:06
209715261	199	10	39	49920000	2	32	4	1	557.977306526	71.3290867805	05:21:2016-09:07
209715261	199	10	39	49920000	2	32	8	0	506.055566727	78.6475129128	05:21:2016-09:08
209715261	199	10	39	49920000	2	32	8	1	589.579990523	67.5057029724	05:21:2016-09:09
209715261	199	10	39	49920000	2	32	16	0	446.230028267	89.1916930676	05:21:2016-09:11
209715261	199	10	39	49920000	2	32	16	1	359.693896855	110.649672031	05:21:2016-09:13
209715261	199	10	39	49920000	2	32	32	0	291.989483769	136.306318998	05:21:2016-09:15
209715261	199	10	39	49920000	2	32	32	1	306.01489263	130.059067965	05:21:2016-09:17
209715261	199	10	39	49920000	4	1	1	0	128.357178052	310.072349072	05:21:2016-09:22
209715261	199	10	39	49920000	4	1	1	1	146.609955533	271.468684196	05:21:2016-09:27
209715261	199	10	39	49920000	4	1	2	0	152.907020256	260.288975954	05:21:2016-09:31
209715261	199	10	39	49920000	4	1	2	1	151.064893564	263.463011026	05:21:2016-09:35
209715261	199	10	39	49920000	4	1	4	0	128.487498735	309.757852793	05:21:2016-09:41
209715261	199	10	39	49920000	4	1	4	1	140.148343767	283.984888077	05:21:2016-09:45
209715261	199	10	39	49920000	4	1	8	0	158.505602157	251.095299959	05:21:2016-09:50
209715261	199	10	39	49920000	4	1	8	1	114.092408053	348.840141058	05:21:2016-09:55
209715261	199	10	39	49920000	4	1	16	0	145.429582583	273.672048092	05:21:2016-10:00
209715261	199	10	39	49920000	4	1	16	1	148.516176337	267.984354973	05:21:2016-10:04
209715261	199	10	39	49920000	4	1	32	0	128.904278937	308.756327152	05:21:2016-10:10
209715261	199	10	39	49920000	4	1	32	1	154.60717119	257.426686049	05:21:2016-10:14
209715261	199	10	39	49920000	4	2	1	0	171.843815805	231.605726004	05:21:2016-10:18
209715261	199	10	39	49920000	4	2	1	1	178.225875831	223.312196016	05:21:2016-10:21
209715261	199	10	39	49920000	4	2	2	0	175.572804279	226.686655045	05:21:2016-10:25
209715261	199	10	39	49920000	4	2	2	1	172.235067533	231.07960701	05:21:2016-10:29
209715261	199	10	39	49920000	4	2	4	0	179.464027261	221.771528959	05:21:2016-10:33
209715261	199	10	39	49920000	4	2	4	1	178.320920555	223.193171024	05:21:2016-10:36
209715261	199	10	39	49920000	4	2	8	0	172.442023627	230.802277088	05:21:2016-10:40
209715261	199	10	39	49920000	4	2	8	1	176.357185557	225.67842412	05:21:2016-10:44
209715261	199	10	39	49920000	4	2	16	0	177.081430006	224.755423069	05:21:2016-10:48
209715261	199	10	39	49920000	4	2	16	1	182.035309649	218.63896513	05:21:2016-10:51
209715261	199	10	39	49920000	4	2	32	0	177.646134338	224.040966988	05:21:2016-10:55
209715261	199	10	39	49920000	4	2	32	1	179.372891181	221.88420701	05:21:2016-10:59
209715261	199	10	39	49920000	4	4	1	0	269.220094886	147.834476233	05:21:2016-11:01
209715261	199	10	39	49920000	4	4	1	1	285.970752037	139.175112963	05:21:2016-11:04
209715261	199	10	39	49920000	4	4	2	0	282.689458733	140.790575981	05:21:2016-11:06
209715261	199	10	39	49920000	4	4	2	1	269.832530565	147.498938084	05:21:2016-11:08
209715261	199	10	39	49920000	4	4	4	0	293.837753679	135.448938131	05:21:2016-11:11
209715261	199	10	39	49920000	4	4	4	1	283.626966623	140.32520318	05:21:2016-11:13
209715261	199	10	39	49920000	4	4	8	0	277.918597562	143.207442999	05:21:2016-11:15
209715261	199	10	39	49920000	4	4	8	1	280.63332106	141.82211709	05:21:2016-11:18
209715261	199	10	39	49920000	4	4	16	0	282.448081515	140.910894156	05:21:2016-11:20
209715261	199	10	39	49920000	4	4	16	1	276.584350226	143.898277998	05:21:2016-11:23
209715261	199	10	39	49920000	4	4	32	0	231.701331529	171.772908926	05:21:2016-11:25
209715261	199	10	39	49920000	4	4	32	1	235.837656524	168.760206938	05:21:2016-11:28
209715261	199	10	39	49920000	4	8	1	0	416.864398432	95.4747200012	05:21:2016-11:30
209715261	199	10	39	49920000	4	8	1	1	421.742539411	94.3703989983	05:21:2016-11:31
209715261	199	10	39	49920000	4	8	2	0	426.506772372	93.3162479401	05:21:2016-11:33
209715261	199	10	39	49920000	4	8	2	1	428.442268369	92.8946900368	05:21:2016-11:35
209715261	199	10	39	49920000	4	8	4	0	440.581661255	90.3351528645	05:21:2016-11:36
209715261	199	10	39	49920000	4	8	4	1	440.580670541	90.3353559971	05:21:2016-11:38
209715261	199	10	39	49920000	4	8	8	0	421.938977221	94.3264639378	05:21:2016-11:39
209715261	199	10	39	49920000	4	8	8	1	431.106282173	92.3206489086	05:21:2016-11:41
209715261	199	10	39	49920000	4	8	16	0	359.93986361	110.57405901	05:21:2016-11:42
209715261	199	10	39	49920000	4	8	16	1	365.370523065	108.930549145	05:21:2016-11:44
209715261	199	10	39	49920000	4	8	32	0	356.672311458	111.587051868	05:21:2016-11:46
209715261	199	10	39	49920000	4	8	32	1	281.454072252	141.408548117	05:21:2016-11:49
209715261	199	10	39	49920000	4	16	1	0	582.338424917	68.3451581001	05:21:2016-11:50
209715261	199	10	39	49920000	4	16	1	1	597.902936651	66.566008091	05:21:2016-11:51
209715261	199	10	39	49920000	4	16	2	0	578.195527999	68.8348660469	05:21:2016-11:52
209715261	199	10	39	49920000	4	16	2	1	593.827300769	67.0228729248	05:21:2016-11:53
209715261	199	10	39	49920000	4	16	4	0	581.388792674	68.4567921162	05:21:2016-11:54
209715261	199	10	39	49920000	4	16	4	1	579.628659377	68.6646718979	05:21:2016-11:55
209715261	199	10	39	49920000	4	16	8	0	550.140201379	72.3452160358	05:21:2016-11:57
209715261	199	10	39	49920000	4	16	8	1	539.605685396	73.757584095	05:21:2016-11:58
209715261	199	10	39	49920000	4	16	16	0	406.336787106	97.9483349323	05:21:2016-11:59
209715261	199	10	39	49920000	4	16	16	1	382.457345605	104.063922882	05:21:2016-12:01
209715261	199	10	39	49920000	4	16	32	0	294.807937412	135.003189087	05:21:2016-12:03
209715261	199	10	39	49920000	4	16	32	1	349.026850369	114.03137517	05:21:2016-12:05
209715261	199	10	39	49920000	4	32	1	0	713.270654788	55.7993118763	05:21:2016-12:06
209715261	199	10	39	49920000	4	32	1	1	686.938913998	57.9382109642	05:21:2016-12:07
209715261	199	10	39	49920000	4	32	2	0	699.655784691	56.8851320744	05:21:2016-12:08
209715261	199	10	39	49920000	4	32	2	1	745.430719686	53.3919661045	05:21:2016-12:09
209715261	199	10	39	49920000	4	32	4	0	660.141131381	60.2901558876	05:21:2016-12:10
209715261	199	10	39	49920000	4	32	4	1	637.805266549	62.4015100002	05:21:2016-12:11
209715261	199	10	39	49920000	4	32	8	0	666.327503677	59.7304050922	05:21:2016-12:12
209715261	199	10	39	49920000	4	32	8	1	640.856605634	62.1043949127	05:21:2016-12:13
209715261	199	10	39	49920000	4	32	16	0	506.241107265	78.6186881065	05:21:2016-12:14
209715261	199	10	39	49920000	4	32	16	1	493.324891781	80.677079916	05:21:2016-12:16
209715261	199	10	39	49920000	4	32	32	0	340.644148597	116.837502956	05:21:2016-12:18
209715261	199	10	39	49920000	4	32	32	1	347.236186446	114.619424105	05:21:2016-12:20
209715261	199	10	39	49920000	8	1	1	0	141.67744658	280.919883013	05:21:2016-12:24
209715261	199	10	39	49920000	8	1	1	1	176.365865004	225.667317867	05:21:2016-12:28
209715261	199	10	39	49920000	8	1	2	0	159.097245944	250.161537886	05:21:2016-12:32
209715261	199	10	39	49920000	8	1	2	1	151.300756583	263.052298069	05:21:2016-12:37
209715261	199	10	39	49920000	8	1	4	0	209.095996374	190.34325099	05:21:2016-12:40
209715261	199	10	39	49920000	8	1	4	1	240.599885727	165.419911146	05:21:2016-12:43
209715261	199	10	39	49920000	8	1	8	0	250.737898365	158.731535912	05:21:2016-12:45
209715261	199	10	39	49920000	8	1	8	1	254.365170071	156.468008995	05:21:2016-12:48
209715261	199	10	39	49920000	8	1	16	0	256.839779943	154.960464954	05:21:2016-12:50
209715261	199	10	39	49920000	8	1	16	1	267.012967235	149.056475163	05:21:2016-12:53
209715261	199	10	39	49920000	8	1	32	0	266.768701987	149.192957878	05:21:2016-12:55
209715261	199	10	39	49920000	8	1	32	1	186.348134601	213.578804016	05:21:2016-12:59
209715261	199	10	39	49920000	8	2	1	0	260.603284412	152.722602129	05:21:2016-13:01
209715261	199	10	39	49920000	8	2	1	1	255.867053649	155.549576044	05:21:2016-13:04
209715261	199	10	39	49920000	8	2	2	0	256.474101758	155.181406021	05:21:2016-13:07
209715261	199	10	39	49920000	8	2	2	1	269.07710659	147.91303587	05:21:2016-13:09
209715261	199	10	39	49920000	8	2	4	0	260.336497273	152.879108906	05:21:2016-13:12
209715261	199	10	39	49920000	8	2	4	1	257.997570457	154.265064001	05:21:2016-13:14
209715261	199	10	39	49920000	8	2	8	0	265.548447481	149.878532887	05:21:2016-13:17
209715261	199	10	39	49920000	8	2	8	1	266.010342009	149.618287086	05:21:2016-13:19
209715261	199	10	39	49920000	8	2	16	0	253.068917319	157.269459009	05:21:2016-13:22
209715261	199	10	39	49920000	8	2	16	1	248.17935535	160.367938995	05:21:2016-13:25
209715261	199	10	39	49920000	8	2	32	0	255.817782955	155.579535007	05:21:2016-13:27
209715261	199	10	39	49920000	8	2	32	1	225.577236966	176.436294079	05:21:2016-13:30
209715261	199	10	39	49920000	8	4	1	0	377.472662554	105.43813014	05:21:2016-13:32
209715261	199	10	39	49920000	8	4	1	1	377.829389753	105.338580847	05:21:2016-13:34
209715261	199	10	39	49920000	8	4	2	0	393.594869254	101.119234085	05:21:2016-13:35
209715261	199	10	39	49920000	8	4	2	1	384.463797135	103.52083087	05:21:2016-13:37
209715261	199	10	39	49920000	8	4	4	0	375.743715559	105.923293114	05:21:2016-13:39
209715261	199	10	39	49920000	8	4	4	1	379.169032361	104.966408968	05:21:2016-13:41
209715261	199	10	39	49920000	8	4	8	0	417.683857759	95.2874069214	05:21:2016-13:42
209715261	199	10	39	49920000	8	4	8	1	388.982172799	102.318343878	05:21:2016-13:44
209715261	199	10	39	49920000	8	4	16	0	391.221777985	101.732607841	05:21:2016-13:45
209715261	199	10	39	49920000	8	4	16	1	379.680071953	104.825126886	05:21:2016-13:47
209715261	199	10	39	49920000	8	4	32	0	343.426634391	115.89087081	05:21:2016-13:49
209715261	199	10	39	49920000	8	4	32	1	332.947209713	119.538505077	05:21:2016-13:51
