file_size,number_of_files,bandwidth,rtt,buffer_size,p,cc,pp,throughput,time,source,destination
256072,512,10000,0.04,33554432,4,32,32,222.12690389999997,4.503244162,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,32,8,8,245.393245,4.076284885,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,1,4,2,664.6696206,77.03088903,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,16,2,32,128.26192340000003,3.8990731239999996,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,32,4,1,329.73985530000004,11.8481071,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,16,8,32,494.7599216,8.279309988,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,4,2,16,140.15832880000002,3.56814003,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,2,2,303.0081326,13.51865816,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,2,32,42.58132637,5.873390913,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,16,2,4,190.21331980000002,5.258780003,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,16,32,4,872.3510554,9.171271086,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,4,16,16,129.6248319,3.858082056,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,1,2,244.7589029,16.7359128,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,16,1,8,157.0713493,6.368372202000001,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,8,1,4,1066.2223279999998,48.02007604,Stampede,Gordon/Oasis
104857664,64,10000,0.04,33554432,4,2,8,1277.417624,40.08092785,Stampede,Gordon/Oasis
1073742080,16,10000,0.04,33554432,16,1,32,2335.261686,56.12739301,Stampede,Gordon/Oasis
256072,512,10000,0.04,33554432,8,32,4,260.45490409999996,3.84057188,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,8,1,4,413.0667965,9.916719198,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,1,4,32,1823.835466,71.86619592,Stampede,Gordon/Oasis
256072,512,10000,0.04,33554432,1,1,8,167.96518669999998,5.95533514,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,1,2,32,730.4981552999999,5.607523917999999,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,1,1,2,66.82962037,3.742303133,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,32,1,8,147.97788880000002,26.40120101,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,2,32,1,339.1712829,2.9492340089999995,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,16,2,8,1743.895313,75.16056800000001,Stampede,Gordon/Oasis
512072,512,10000,0.04,33554432,16,4,32,374.51857739999997,5.3409750460000005,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,16,32,62.71375562,3.987932205,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,2,2,32,270.13419910000005,3.702517986,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,16,1,1,47.30221192,5.28719306,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,32,32,4,181.4504636,5.51276207,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,1,2,2,824.5737677,62.09277081,Stampede,Gordon/Oasis
256072,512,10000,0.04,33554432,16,2,16,210.60383509999997,4.7496471410000005,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,32,4,16,317.2257259,6.158640146000001,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,32,1,32,261.6472518,14.93152499,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,16,8,8,599.5183837999999,85.40197992,Stampede,Gordon/Oasis
256080,256,10000,0.04,33554432,32,32,16,90.82764616,5.506686926,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,2,8,4,165.6248424,3.019502878,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,4,2,2,1764.6590579999997,74.2761569,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,2,8,16,1093.119617,7.318994999,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,4,4,16,221.9743909,4.61362195,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,32,4,133.3216476,3.751104832,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,1,32,4,259.65890079999997,3.851874113,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,32,4,2,51.72218053,4.835367918,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,1,16,2,1666.582458,30.72161293,Stampede,Gordon/Oasis
1048656,256,10000,0.04,33554432,2,16,4,491.0634,4.170898199,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,4,32,4,737.8339566000001,69.39239287,Stampede,Gordon/Oasis
1048672,128,10000,0.04,33554432,4,1,16,213.3333482,4.800482988,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,16,16,80.87922196,3.092230082,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,32,32,32,950.0766907,8.420932055,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,32,2,1,111.1263731,9.001340866,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,4,4,16,364.9243709,5.353658199,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,8,32,1,913.5124496,4.276700974,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,16,32,32,433.8990716,4.502632141,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,8,1,8,2127.143483,61.61883712,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,8,1,8,611.3227509,13.08726001,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,1,8,16,191.95737830000002,2.605638027,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,4,1,32,474.9285865,8.625021935,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,1,2,32,501.2161652,4.086430073,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,32,4,8,558.2273544,7.338030099999999,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,16,16,8,126.43121670000001,3.9555399419999997,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,2,4,8,825.6531769,9.689988136,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,32,8,16,812.1449514999999,9.851149082000001,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,16,1,16,321.30293989999996,6.374575137999999,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,4,32,4,464.13678980000003,4.412879944,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,4,32,4,450.28634739999995,4.548640966000001,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,8,8,1,553.7321444,7.055438995,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,2,16,16,180.680202,2.768256187,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,4,1,8,183.53208850000001,5.449568987,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,32,8,32,199.5912466,5.011722088,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,16,16,16,642.6774412000001,6.373767138,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,2,4,4,761.4001089,10.507695199999999,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,4,2,16,773.0342034,66.23260212,Stampede,Gordon/Oasis
256072,512,10000,0.04,33554432,32,2,4,161.083875,6.209730147999999,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,1,2,32,246.5260086,4.057599068,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,2,16,187.922932,2.661241055,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,4,16,8,495.01781449999993,4.040901899,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,32,1,1,74.71108683,6.693779945,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,1,4,32,1006.465233,7.949186087,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,4,4,2,218.9921066,4.567165136,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,8,1,2,57.93557695,4.316823959,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,8,1,4,139.5693267,13.99778605,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,16,2,8,1509.534437,33.91780806,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,1,4,8,117.59515309999999,4.25270915,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,8,8,4,672.0757567,6.0949640270000005,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,1,32,16,85.35174707,2.9301979539999996,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,32,4,32,243.28478880000003,4.11164403,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,8,32,4,1057.654137,7.564417123999999,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,1,32,16,490.07662710000005,4.179303169,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,32,4,8,115.0320926,4.3474960330000005,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,8,16,32,571.9233198,6.830992937,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,1,8,79.52887923,3.144736052,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,4,8,8,219.65679509999998,4.662282943999999,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,8,2,32,74.64319761,3.350564957,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,32,4,32,220.457335,4.645357132,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,16,16,1,5886.793531,22.26547408,Stampede,Gordon/Oasis
104857664,64,10000,0.04,33554432,8,16,16,2188.3213100000003,23.39698601,Stampede,Gordon/Oasis
512069,1000,10000,0.04,33554432,16,32,2,781.9516012999999,4.99627018,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,16,8,4,1028.536382,7.778609991000001,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,2,2,4,146.6037222,3.4112639430000002,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,2,8,1687.327159,77.680305,Stampede,Gordon/Oasis
256069,1000,10000,0.04,33554432,1,32,4,288.29999480000004,6.776543856,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,1,16,4,473.5615321,8.249836922,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,2,16,2,268.6413313,3.812155962,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,16,2,2,82.19319467,12.16996002,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,1,4,32,163.3823279,3.061331987,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,2,1,8,274.2969865,14.24295998,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,4,16,1,737.6122948,69.41324306,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,1,8,8,1150.570308,6.953583002,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,1,32,8,1079.271462,7.41294384,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,16,32,32,123.6613876,4.044634819,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,2,32,32,483.0828852,4.044184923,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,16,4,8,265.3411583,3.769864082,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,2,16,4,256.3024503,3.9023089410000003,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,1,2,16,336.4597715,3.0438101289999997,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,1,1,32,160.05573049999998,12.206177,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,32,4,16,237.02148509999998,4.219763994,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,1,4,454.61603279999997,9.010386944,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,4,4,710.2765473999999,5.7671618460000005,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,32,4,425.6292135,9.624032974,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,16,16,4,230.26947909999998,4.447435856,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,2,16,8,573.8304084,3.404622078,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,4,1,8,643.3122433999999,12.43646407,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,4,1,1,1852.9629329999998,70.73649812,Stampede,Gordon/Oasis
1048672,128,10000,0.04,33554432,4,1,32,223.1087221,4.59018898,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,4,4,32,142.1144326,3.519018173,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,1,2,8,395.95025830000003,5.051928997,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,1,16,4,320.5385564,3.120697975,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,8,32,16,123.14923259999999,4.060919999999999,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,1,1,8,112.932324,4.4288859369999996,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,4,16,32,510.99667539999996,3.82326293,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,32,1,2,181.0166174,5.657530069,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,8,32,8,6457.697311999999,20.29706907,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,32,8,4,122.01982620000001,4.09850502,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,32,16,16,217.9127352,4.699635983,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,16,8,688.2585541,5.951659202999999,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,16,2,2,597.9095722999999,13.38085985,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,8,4,32,252.14451680000002,4.06157589,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,4,16,32,152.6500915,3.276162863,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,4,16,2,478.2064422,4.2830441,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,32,1,2,1565.413383,83.730021,Stampede,Gordon/Oasis
1048656,256,10000,0.04,33554432,32,1,2,208.4431172,9.826018095,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,4,32,1,151.1196313,3.3097059730000002,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,8,8,65.38142273,3.825194836,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,32,4,4,219.268314,4.561971188,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,16,8,4,391.5562592,4.989506006,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,2,1,8,156.7944421,12.4600141,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,4,32,1,5892.36935,22.24443889,Stampede,Gordon/Oasis
1048656,256,10000,0.04,33554432,32,2,16,364.54861569999997,5.6183741089999995,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,2,8,4,980.8888173,8.156415939,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,2,2,148.1202805,3.376302004,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,16,4,1,211.64676780000002,9.230811833999999,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,32,1,1,71.56635393,27.29857397,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,1,8,32,591.5971939,3.462155104,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,32,32,16,104.90422120000001,4.767213106,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,16,1,2,100.1393507,19.50942087,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,8,16,1,395.1108217,4.944633007,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,8,32,8,214.1139503,4.782990933,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,32,8,1,408.07076969999997,5.019197226,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,4,8,2,75.63931635,3.306472063,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,2,4,1,775.3556528,66.0342989,Stampede,Gordon/Oasis
512072,512,10000,0.04,33554432,2,4,2,347.0770778,5.763257027000001,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,8,8,1,126.6373045,3.9490959639999996,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,8,2,16,307.66855400000003,6.501459122000001,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,2,16,2,262.9069683,3.8042790889999996,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,4,1,2,1699.573066,30.12527299,Stampede,Gordon/Oasis
1048656,256,10000,0.04,33554432,8,16,8,418.5516007,4.893516064,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,2,8,1,162.83455790000002,3.0712108610000004,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,8,16,165.9793318,3.0130651000000004,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,32,2,4,437.6220172,8.927367926,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,8,1,8,215.19236719999998,4.647774935,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,4,8,2,451.51964410000005,4.4301900860000005,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,16,16,8,102.4131776,4.88379097,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,8,2,1,147.0656959,26.56494617,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,1,1,1,64.25387797,60.80237103,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,16,8,8,224.2864042,4.566084147,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,32,4,2,214.8840404,4.654436827,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,16,8,2,248.3509472,4.1236228939999995,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,32,16,4046.2140950000003,32.393785,Stampede,Gordon/Oasis
1073742080,16,10000,0.04,33554432,1,2,2,1525.258187,85.93436599,Stampede,Gordon/Oasis
256072,512,10000,0.04,33554432,2,1,2,96.3395722,10.38291407,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,8,16,1,6015.0084289999995,21.790869,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,32,32,32,112.70751990000001,4.437150002,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,1,32,4,1068.6247859999999,7.486807108,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,1,2,16,451.4467877,4.536970854,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,8,16,4,166.348098,3.006353855,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,4,8,2,231.43761890000002,4.321533918,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,16,2,1,2942.582615,44.54323411,Stampede,Gordon/Oasis
1048640,512,10000,0.04,33554432,16,32,2,670.9607066000001,6.105093002,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,32,16,8,76.65887408,3.26245904,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,4,32,170.24705749999998,2.937536955,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,1,32,1,706.6592396000001,5.79669404,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,32,32,8,730.5407752,70.08515,Stampede,Gordon/Oasis
256080,256,10000,0.04,33554432,32,2,4,119.6445648,4.1804177760000005,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,16,2,8,501.82729000000006,7.785155058,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,32,1,16,64.47107923,3.8792338369999997,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,8,8,4,773.8515962,66.16263199,Stampede,Gordon/Oasis
512080,256,10000,0.04,33554432,8,8,2,264.57801859999995,3.7802631860000004,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,16,2,179.82845859999998,2.78102994,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,2,2,554.7916897999999,7.383441925,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,2,32,2,756.5487942999999,67.67582393,Stampede,Gordon/Oasis
512080,256,10000,0.04,33554432,8,16,4,269.56500980000004,3.710300922,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,2,32,1,175.256136,11.14750814,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,1,4,16,237.5256321,4.2113380430000005,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,4,8,16,494.0741528,3.954231024,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,32,16,16,199.5940593,5.010988951,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,4,1,2,59.84948389,4.178750038,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,16,32,16,727.0940628,70.41738415,Stampede,Gordon/Oasis
512080,256,10000,0.04,33554432,1,16,8,347.474483,2.8784008030000003,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,32,2,32,516.699488,99.09058213,Stampede,Gordon/Oasis
104857664,64,10000,0.04,33554432,16,32,2,644.3018787999999,79.46594691,Stampede,Gordon/Oasis
512069,1000,10000,0.04,33554432,4,1,32,228.1813815,17.12146187,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,16,2,4,537.6238588,14.88130212,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,1,1,8,252.35836469999998,15.48115182,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,4,32,32,496.2453651000001,4.030910969,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,4,1,4,271.1424087,7.3773150439999995,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,32,1,2,85.43930306,11.70757699,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,1,16,32,238.5238971,4.193673134,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,16,8,4,4120.806058,31.80742598,Stampede,Gordon/Oasis
104857664,64,10000,0.04,33554432,2,8,16,1875.37068,27.301325800000004,Stampede,Gordon/Oasis
1048640,512,10000,0.04,33554432,1,8,32,860.9948358999999,4.757624865,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,16,2,69.95602218,3.575080872,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,1,16,32,276.6105165,3.702369928,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,4,1,8,153.8371433,6.502292872000001,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,1,4,8,777.1920943,5.270659923999999,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,8,2,186.4406083,2.682397842,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,4,1,8,167.18078219999998,5.983306885,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,1,2,32,1500.770709,87.33656001,Stampede,Gordon/Oasis
256080,256,10000,0.04,33554432,1,2,16,134.7804541,3.7109711169999997,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,2,2,2,480.47304560000003,4.2628331180000005,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,4,2,8,222.66129909999998,4.491863966,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,1,2,2,149.6300106,6.685101986,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,2,4,4,555.2101771,3.6028230189999997,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,32,4,1,50.15689269,4.986300945,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,2,16,8,288.260956,3.469696999,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,16,16,16,252.90218509999997,4.049406052,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,16,32,32,544.417354,7.524173975,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,8,16,1,79.70963383,3.137601852,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,8,16,2,917.2470185000001,8.722369194,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,16,4,4,618.2603019,6.319069862,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,8,2,2,505.3665341,8.105576037999999,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,16,4,8,577.4978867000001,6.765056849,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,1,32,2,1072.1383529999998,7.462234973999999,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,4,1,1,63.91682891,15.64980602,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,1,4,16,400.574742,4.877176046000001,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,8,1,16,1142.9776539999998,44.79534292,Stampede,Gordon/Oasis
512072,512,10000,0.04,33554432,2,8,4,540.1791527,3.703035116,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,8,1,16,2089.630463,62.72501922,Stampede,Gordon/Oasis
1073742080,16,10000,0.04,33554432,4,16,16,5784.921917000001,22.65756917,Stampede,Gordon/Oasis
104857664,64,10000,0.04,33554432,16,4,1,760.3530426,67.33722091,Stampede,Gordon/Oasis
512080,256,10000,0.04,33554432,1,8,2,330.41739010000003,3.02698803,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,2,32,8,257.4150288,3.978415966,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,1,2,8,483.53071560000006,4.235884905,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,2,2,1,177.824587,5.62446785,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,32,1,32,384.2078043,10.66159415,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,8,8,4,433.90035819999997,4.502616882,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,2,32,16,54.150102600000004,9.235364199,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,1,32,16,256.55521269999997,3.99179697,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,1,8,32,253.5125645,3.945266008,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,8,16,16,395.5860397,5.177590132,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,16,1,16,163.75575980000002,6.10845995,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,1,1,2,195.11202980000002,20.0233109,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,1,16,16,292.979585,3.4955170160000004,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,1,8,1547.813265,84.68210697,Stampede,Gordon/Oasis
512069,1000,10000,0.04,33554432,32,32,32,723.5427501,5.399585962000001,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,4,4,2,56.01157557,4.465113878,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,16,2,1,110.0929125,4.542515993,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,32,2,32,169.67637240000002,5.895269156,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,4,2,4,757.1448757999999,10.5667429,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,8,8,16,87.32293979,5.726997852,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,8,8,173.8778667,2.876186848,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,8,4,170.98637130000003,2.924790859,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,32,16,157.9762081,3.1657059189999996,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,2,16,16,240.8419077,4.2522192,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,4,16,16,467.9497993,4.174972057,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,2,8,2,779.392042,5.01267004,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,8,1,4,349.9506706,11.70526505,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,4,1,16,83.11970778,3.008885145,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,32,16,2,659.2999891,77.65824509,Stampede,Gordon/Oasis
