file_size,number_of_files,bandwidth,rtt,buffer_size,p,cc,pp,throughput,time,source,destination
256080,256,10000,0.04,33554432,2,2,32,159.7710053,3.130527973,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,2,8,4,844.0470107000001,4.6286699769999995,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,8,32,8,6450.996851,20.31814194,Stampede,Gordon/Oasis
1048672,128,10000,0.04,33554432,16,32,2,219.47286540000002,4.66622591,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,32,32,16,995.3866695,8.037626028,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,2,1,16,1062.075458,48.20757198,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,16,4,8,831.4372568,9.622562885,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,2,4,2,248.70582569999996,4.117763996,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,2,1,2,106.30945279999999,18.37711501,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,4,1,32,142.161908,3.51782012,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,16,16,16,131.7810716,3.7949688439999996,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,2,1,16,341.8241776,5.8518600460000005,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,32,4,2,305.2167389,6.553720951,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,8,8,8,885.3770645999999,9.036329985,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,32,1,32,2097.453895,62.49106002,Stampede,Gordon/Oasis
104857664,64,10000,0.04,33554432,8,2,1,1101.136967,46.49746513,Stampede,Gordon/Oasis
256080,256,10000,0.04,33554432,2,1,8,124.28434320000001,4.024358988,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,1,1,8,1718.4324559999998,76.27425981,Stampede,Gordon/Oasis
1048640,512,10000,0.04,33554432,4,4,4,207.486312,19.74230194,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,2,16,4,3050.271928,16.78545403,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,8,2,1,497.5883398,16.07862902,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,4,16,4,427.81895319999995,4.675605059,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,16,8,8,238.64197420000002,4.191596985,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,32,16,8,137.50385559999998,3.637445927,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,32,32,4,312.27437430000003,6.256273985,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,16,8,1,5420.7920890000005,24.17953801,Stampede,Gordon/Oasis
1048672,128,10000,0.04,33554432,1,1,2,239.82848330000002,4.270150900000001,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,4,32,1,3090.397322,16.56749821,Stampede,Gordon/Oasis
256096,128,10000,0.04,33554432,1,2,8,94.48849427,2.646857023,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,8,16,1,6162.654163,21.26882291,Stampede,Gordon/Oasis
256072,512,10000,0.04,33554432,4,32,4,231.6992192,4.3172371389999995,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,4,4,4,631.4971737000001,6.186610937,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,4,1,1,116.01179499999999,8.621241807999999,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,4,2,8,137.0083851,3.650136948,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,16,1,32,1410.4121189999998,92.93177295,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,32,8,4,782.5242752,10.22401094,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,2,16,16,1639.8977419999999,31.22152901,Stampede,Gordon/Oasis
256080,256,10000,0.04,33554432,16,1,2,78.983806,6.332435846,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,2,16,32,757.6325972999999,67.57901502,Stampede,Gordon/Oasis
1048672,128,10000,0.04,33554432,16,1,8,205.83453899999998,4.97540617,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,4,2,1,86.41565214,5.787870884,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,32,16,16,540.7919913,7.574630976,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,8,8,16,139.90737119999997,3.574982882,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,16,1,16,72.45209222,3.451924801,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,32,8,8,537.9914313999999,7.614009857,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,4,8,2,69.41686507,3.60282898,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,1,4,1,88.78182854,5.633617162999999,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,4,16,4,689.3034627999999,5.942628145,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,32,32,1,114.88904690000001,4.35342598,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,2,1,4,145.5587978,3.435757875,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,2,1,2,190.924001,20.46253514,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,1,32,32,224.79903019999998,4.449745893999999,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,1,4,4,370.2729204,5.27630496,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,1,32,1,400.19736800000004,4.998310088999999,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,1,32,82.17234137,3.043562174,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,2,4,1,181.013523,5.526071072000001,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,8,8,8,445.89061,4.486078023999999,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,4,4,16,229.76452310000002,4.353543997,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,4,4,8,151.4324064,3.3028740880000003,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,16,1,3718.8691729999996,35.24517393,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,16,16,8,138.95785619999998,3.5989689830000002,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,2,8,2,150.98646680000002,3.3122129439999997,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,8,2,4,445.36853949999994,8.772068024,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,32,1,1,68.59641368,28.48048306,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,4,8,32,66.99358554,3.733139992,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,32,32,32,641.8905267000001,6.086405993,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,16,8,4,431.61573,9.49053812,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,16,4,4,119.2936983,4.192718983,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,4,1,4,137.2105494,3.6447949410000002,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,2,4,16,1039.4004220000002,7.697272062000001,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,4,1,4,441.97282120000006,9.26817894,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,32,16,32,417.95107169999994,4.78599,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,1,2,8,626.1601692,81.76833606,Stampede,Gordon/Oasis
512069,1000,10000,0.04,33554432,1,16,2,533.8994108,7.317529202,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,1,4,2,482.43398370000006,8.098101139,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,4,2,1,212.45522689999999,9.415133953,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,16,16,1,1085.760322,7.368616104,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,8,2,3119.655828,42.01494598,Stampede,Gordon/Oasis
1048640,512,10000,0.04,33554432,16,1,2,348.83888260000003,11.74260187,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,32,8,32,106.7442216,4.68563199,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,4,16,1,373.92595960000006,5.477478981,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,32,16,1,606.8932507000001,6.4374279979999995,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,32,16,1,126.7808044,3.945085049,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,4,4,8,154.86079519999998,3.2297530169999997,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,2,1,16,238.2492128,4.29848814,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,4,8,32,466.5337527,4.1876659389999995,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,4,16,1,2309.4816809999998,22.16954207,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,8,4,32,156.9405091,3.1865789889999996,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,16,2,4,187.49327549999998,5.334430933,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,8,8,4,269.8896621,3.7063360210000003,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,16,1,632.7611163,6.473654032000001,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,8,16,32,131.4390734,3.8047971730000003,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,32,32,1,558.68898,6.992851019,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,32,32,2,105.3163146,4.749158144,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,1,2,4,402.7200974,4.9669628139999995,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,32,8,2,4112.401347,31.87242794,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,8,16,1,908.8521511,8.802932024,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,8,8,2,254.61027259999997,3.928256035,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,32,32,2,691.2571041,5.651779175,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,8,8,2434.382521,53.84203911,Stampede,Gordon/Oasis
1073742080,16,10000,0.04,33554432,16,4,4,3403.102873,38.51548886,Stampede,Gordon/Oasis
256072,512,10000,0.04,33554432,8,4,2,217.7503336,4.59377718,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,8,8,32,774.8882679,5.041769028,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,32,2,32,321.826732,6.215444088,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,4,32,2,77.22256343,3.238648892,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,2,2,8,268.80469,3.809844017,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,1,8,8,2213.5238219999997,59.21424222,Stampede,Gordon/Oasis
1073742080,16,10000,0.04,33554432,32,32,32,6501.783284,20.15945601,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,2,4,1,649.3299909,12.32125092,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,8,4,32,236.64696,4.327555895,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,4,2,4,195.47933569999998,5.117111921,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,4,4,2,2136.904227,23.9600122,Stampede,Gordon/Oasis
256080,256,10000,0.04,33554432,2,1,8,133.7634152,3.739151001,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,8,16,32,133.87060929999998,3.735686064,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,32,1,2,149.10924530000003,27.47151494,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,16,8,8,224.12231969999996,4.569423914,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,32,16,32,143.6310231,3.482300997,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,2,2,32,1249.98215,40.96064496,Stampede,Gordon/Oasis
512080,256,10000,0.04,33554432,32,4,32,205.51881219999999,4.866530895,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,16,2,8,875.8905467000001,9.134204149,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,32,8,8,395.7075611,5.175975084,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,2,1,32,289.133321,6.9182708260000005,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,8,8,2,137.04833490000001,3.649559975,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,16,4,1,171.8250835,5.821587086,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,4,4,32,287.31685239999996,3.4811029430000002,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,2,32,32,461.43892189999997,4.4386720660000005,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,16,1,3389.725496,38.6674881,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,16,4,1,135.291448,3.696461916,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,2,2,16,166.94147809999998,2.995697022,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,32,4,32,125.8129435,3.974976063,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,4,2,4,644.3848339,79.45574498,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,1,16,2,203.3781094,2.458972931,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,2,4,4,268.68444189999997,3.7229928969999997,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,4,2,82.83024127,3.019428015,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,32,8,16,33.21187844,7.530288935,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,8,2,2,2788.588386,47.00307107,Stampede,Gordon/Oasis
256072,512,10000,0.04,33554432,16,4,2,205.09670590000002,4.87719512,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,16,2,4,455.4165402,8.578521013,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,4,1,32,276.22051400000004,7.241677046,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,32,1,32,155.87733980000002,6.417192936,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,1,2,1,1215.853016,107.802578,Stampede,Gordon/Oasis
512080,256,10000,0.04,33554432,1,2,2,209.6552584,4.770553112,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,32,32,1,195.92559369999998,5.104823828,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,8,1,8,192.0853257,10.17084694,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,1,2,63.93855477,3.9115540980000003,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,1,8,8,1170.171324,6.8371140960000005,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,4,8,2,245.24222949999998,4.07881999,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,2,16,2,256.9006894,3.893255949,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,4,4,32,527.0633577,7.77189517,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,32,1,4,135.961077,14.369309900000001,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,32,16,8,958.3321751,8.34843111,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,8,16,1,221.6325051,4.620730877,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,8,1,1,86.31117473,5.7941508289999994,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,32,4,4,422.2097211,9.253221989,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,16,16,16,513.6231856,3.803714991,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,8,2,32,264.0038143,3.7884678839999997,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,2,2,1,181.8027571,5.5014030929999995,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,32,32,32,710.1203887,5.5016241070000005,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,16,4,16,75.98525423,3.2914190289999996,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,16,32,2,238.33195330000004,4.196527958,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,1,1,8,113.0881872,4.422796965,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,16,2,16,383.93496939999994,5.210024118,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,2,1,4,401.4342578,10.20411086,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,32,16,16,527.8941274,7.759653091000001,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,1,32,8,367.2438895,5.446820021000001,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,16,1,16,542.10864,14.75815701,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,8,2,16,148.99289480000002,3.356573105,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,16,4,16,244.22163450000002,4.095334053,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,32,8,8,738.6060208,69.31984901,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,8,32,8,116.88114750000001,4.278718948,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,4,2,32,1820.476943,71.99876785,Stampede,Gordon/Oasis
256096,128,10000,0.04,33554432,1,2,4,79.96554413,3.1275548939999998,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,32,4,8,72.45924901,3.4515481,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,32,8,1,529.2606976,7.381625176,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,1,1,32,472.1908532,8.675032138999999,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,16,32,16,6515.172443,20.11800718,Stampede,Gordon/Oasis
1073742080,16,10000,0.04,33554432,32,16,8,4537.608572,28.8857789,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,2,16,8,140.1945916,3.567212105,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,32,32,1,541.3187414,7.217231035,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,4,2,2,156.226886,6.402791023,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,32,2,16,1978.298389,66.25497508,Stampede,Gordon/Oasis
512080,256,10000,0.04,33554432,8,4,8,257.4070192,3.88555193,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,4,16,4,254.5188571,4.023689985,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,1,4,1,512.5049987,7.992648125,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,8,2,8,329.8208083,6.209947109,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,1,1,1,67.54226577,28.92497993,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,4,1,8,123.21844650000001,4.059174061,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,2,4,1,103.93293259999999,4.812335013999999,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,4,2,16,233.94050409999997,4.275327921000001,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,8,16,4,252.19120869999998,4.060829878,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,32,16,16,386.71272289999996,5.296371937,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,2,2,16,157.5771808,3.174113989,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,2,1,4,139.60278169999998,7.335814953,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,1,4,32,111.24648140000001,2.248147011,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,4,16,8,456.97189360000004,4.482065201,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,1,2,2,517.0244861000001,15.47420096,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,16,8,16,671.4699724,76.25070620000001,Stampede,Gordon/Oasis
256069,1000,10000,0.04,33554432,8,4,8,427.5263933,4.569710016,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,8,32,2,642.9672066,6.076217175,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,32,8,1,214.66574559999998,4.659206152,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,32,1,1,1901.791586,68.92033005,Stampede,Gordon/Oasis
1048656,256,10000,0.04,33554432,1,4,2,519.3997258999999,3.943391085,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,16,4,32,366.3748697,5.332432032,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,8,8,2,748.6421275,68.39057207,Stampede,Gordon/Oasis
512069,1000,10000,0.04,33554432,4,2,4,458.3169074,8.524235963999999,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,8,2,8,140.76901759999998,3.5526430610000004,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,32,16,2,42.74068555,5.851459026000001,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,4,8,16,63.79125381,3.920567989,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,8,1,4,67.15247579999999,3.7243449689999997,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,4,2,4,2109.51351,62.13381195,Stampede,Gordon/Oasis
512069,1000,10000,0.04,33554432,8,8,16,588.2230041,6.641744852,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,32,1,2,96.92267285,20.15689588,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,1,1,32,167.9731627,2.977257967,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,8,8,16,80.74254657,3.097463131,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,8,1,2,1343.865753,97.53361511,Stampede,Gordon/Oasis
512069,1000,10000,0.04,33554432,32,2,16,490.14058889999995,7.970809937,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,2,8,32,313.70940089999993,3.1886119839999996,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,8,32,4,728.7828699,70.25420499,Stampede,Gordon/Oasis
512096,128,10000,0.04,33554432,1,1,1,59.8088171,8.361585856,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,2,1,16,232.7412347,4.40020895,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,4,32,72.34988964,3.456800938,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,1,1,8,524.5824673000001,7.808634043,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,1,16,16,573.6335125,3.4871189589999996,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,1,2,8,332.11163460000006,3.083627939,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,2,8,2,258.4171228,3.870879173,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,32,2,32,61.90076302,4.040275812,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,16,1,16,701.7398855,72.96160698,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,2,8,2,856.0491499,9.345915794,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,2,8,8,155.3996531,3.218553066,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,2,8,16,443.3952625,4.4061710839999995,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,4,16,4,748.5718099999999,5.4721629620000005,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,32,4,4,356.3648417,5.482252121,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,2,1,2,290.6096745,7.0478351120000005,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,32,1,32,182.9798146,10.67692804,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,1,1,2,103.6091368,18.85605502,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,4,4,1,190.30419519999998,10.26604223,Stampede,Gordon/oasis
512080,256,10000,0.04,33554432,16,8,16,277.7857736,3.600522995,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,8,2,8,653.5552938999999,6.26767993,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,32,4,8,3034.025079,43.20078087,Stampede,Gordon/Oasis
1048656,256,10000,0.04,33554432,2,32,1,419.4791956,4.8826601510000005,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,2,2,2,1502.315871,87.24669886,Stampede,Gordon/Oasis
512072,512,10000,0.04,33554432,32,2,32,316.8044208,6.313979149,Stampede,Gordon/oasis
512069,1000,10000,0.04,33554432,1,2,2,335.9099785,11.63048005,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,16,16,4,83.13371932,3.00838995,Stampede,Gordon/oasis
256096,128,10000,0.04,33554432,2,16,16,98.88975467,2.529053927,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,1,4,16,841.8671512,9.503345012999999,Stampede,Gordon/oasis
1048656,256,10000,0.04,33554432,4,16,16,399.7762687,5.123303175,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,8,32,8,139.0145468,3.597905874,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,2,32,1,750.8508489,68.18939495,Stampede,Gordon/Oasis
1048672,128,10000,0.04,33554432,1,8,32,314.3172718,3.258235931,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,4,16,16,164.3959469,3.042432785,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,8,1,1,195.04693930000002,21.00143385,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,2,8,16,1506.38845,33.98863506,Stampede,Gordon/Oasis
256072,512,10000,0.04,33554432,8,2,2,147.45344740000002,6.78378582,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,4,16,2,3390.539236,15.10089612,Stampede,Gordon/Oasis
1048672,128,10000,0.04,33554432,2,4,32,314.7751182,3.2534799580000002,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,1,1,8,106.53670090000001,4.694728136,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,16,16,2,268.1072197,3.819756985,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,4,2,16,152.825819,3.2723529339999997,Stampede,Gordon/oasis
256072,512,10000,0.04,33554432,1,16,2,226.46931949999998,4.416898966000001,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,32,2,8,743.8793812000001,68.82844709999999,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,2,2,4,814.9598474999999,9.817118883,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,16,4,4,133.46585349999998,3.7470240589999997,Stampede,Gordon/oasis
1048641,1000,10000,0.04,33554432,4,8,32,1099.227829,7.278337002000001,Stampede,Gordon/oasis
256069,1000,10000,0.04,33554432,8,16,16,508.4989833000001,3.84208107,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,4,16,8,138.9911707,3.5985410210000004,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,32,16,1,480.07482539999995,4.16664815,Stampede,Gordon/oasis
1048640,512,10000,0.04,33554432,1,2,1,467.9480284,8.753712893,Stampede,Gordon/oasis
104857664,64,10000,0.04,33554432,1,16,1,1585.0988109999998,32.30088115,Stampede,Gordon/Oasis
1073742080,16,10000,0.04,33554432,2,8,1,4261.437168,30.75774598,Stampede,Gordon/Oasis
1048641,1000,10000,0.04,33554432,8,4,4,782.9851477999999,10.21802282,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,4,32,16,467.86287089999996,4.275399923,Stampede,Gordon/oasis
256080,256,10000,0.04,33554432,4,8,1,134.620402,3.7153501510000004,Stampede,Gordon/oasis
512096,128,10000,0.04,33554432,8,16,4,144.5893366,3.458756924,Stampede,Gordon/oasis
512072,512,10000,0.04,33554432,32,32,1,455.6873886,4.389670849,Stampede,Gordon/oasis
1073742080,16,10000,0.04,33554432,32,8,2,4700.860563,27.88259792,Stampede,Gordon/Oasis
512069,1000,10000,0.04,33554432,4,4,2,506.2910475,7.716545105,Stampede,Gordon/oasis
1048672,128,10000,0.04,33554432,16,32,2,196.4560794,5.2128820419999995,Stampede,Gordon/oasis
