,exp_id,transfer_id,type,file_size,num_files,bandwidth,tcp_bs,rtt,cc,p,pp,throughput,source,destination
96,amazon_east_west_cont_1,24,I,4180676608,200,10,79616000,62.2,15,5,32,665.9200807608029,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
97,amazon_east_west_cont_1,24,I,7235178496,25,10,79616000,62.2,20,10,32,593.5144317720556,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
98,amazon_east_west_cont_1,24,C,4180676608,200,10,79616000,62.2,15,5,32,229.25657863450104,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
99,amazon_east_west_cont_1,24,C,7235178496,25,10,79616000,62.2,20,10,32,400.3477708448741,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
100,amazon_east_west_cont_1,25,I,4180676608,200,10,79616000,62.2,15,5,32,673.3979122717715,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
101,amazon_east_west_cont_1,25,I,7235178496,25,10,79616000,62.2,25,10,32,592.398522814784,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
102,amazon_east_west_cont_1,25,C,4180676608,200,10,79616000,62.2,15,5,32,229.3495056900279,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
103,amazon_east_west_cont_1,25,C,7235178496,25,10,79616000,62.2,25,10,32,396.4559952852764,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
104,amazon_east_west_cont_1,26,I,4180676608,200,10,79616000,62.2,15,5,32,662.1292554686003,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
105,amazon_east_west_cont_1,26,I,7235178496,25,10,79616000,62.2,5,15,32,585.8985919434276,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
106,amazon_east_west_cont_1,26,C,4180676608,200,10,79616000,62.2,15,5,32,343.36757665941997,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
107,amazon_east_west_cont_1,26,C,7235178496,25,10,79616000,62.2,5,15,32,384.3159948223196,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
108,amazon_east_west_cont_1,27,I,4180676608,200,10,79616000,62.2,15,5,32,672.3399780170961,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
109,amazon_east_west_cont_1,27,I,7235178496,25,10,79616000,62.2,10,15,32,591.8474802906895,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
110,amazon_east_west_cont_1,27,C,4180676608,200,10,79616000,62.2,15,5,32,235.14802740827528,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
111,amazon_east_west_cont_1,27,C,7235178496,25,10,79616000,62.2,10,15,32,397.05556379075676,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
112,amazon_east_west_cont_1,28,I,4180676608,200,10,79616000,62.2,15,5,32,663.7297745248287,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
113,amazon_east_west_cont_1,28,I,7235178496,25,10,79616000,62.2,20,15,32,586.3800096396753,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
114,amazon_east_west_cont_1,28,C,4180676608,200,10,79616000,62.2,15,5,32,229.41898398730478,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
115,amazon_east_west_cont_1,28,C,7235178496,25,10,79616000,62.2,20,15,32,412.04453243662516,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
116,amazon_east_west_cont_1,29,I,4180676608,200,10,79616000,62.2,15,5,32,676.032780848346,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
117,amazon_east_west_cont_1,29,I,7235178496,25,10,79616000,62.2,25,15,32,591.1129566447802,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
118,amazon_east_west_cont_1,29,C,4180676608,200,10,79616000,62.2,15,5,32,229.09273965813512,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
119,amazon_east_west_cont_1,29,C,7235178496,25,10,79616000,62.2,25,15,32,409.92377656489344,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
120,amazon_east_west_cont_1,30,I,4180676608,200,10,79616000,62.2,15,5,32,678.4605303713763,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
121,amazon_east_west_cont_1,30,I,7235178496,25,10,79616000,62.2,5,20,32,570.2239401299731,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
122,amazon_east_west_cont_1,30,C,4180676608,200,10,79616000,62.2,15,5,32,313.5313404594892,ec2-184-72-88-209.compute-1.amazonaws.com,ec2-54-153-118-120.us-west-1.compute.amazonaws.com
